Scheme,Implementation,Key Generation [cycles] (mean),Key Generation [cycles] (min),Key Generation [cycles] (max),Encapsulation [cycles] (mean),Encapsulation [cycles] (min),Encapsulation [cycles] (max),Decapsulation [cycles] (mean),Decapsulation [cycles] (min),Decapsulation [cycles] (max),Key Generation [bytes],Encapsulation [bytes],Decapsulation [bytes],nan,nan,nan,nan,nan,nan,.text [bytes],.data [bytes],.bss [bytes],Total [bytes],nan_size,nan_size,nan_size,nan_size,nan_size,Total_Cycles,Max_RAM,Flash,Security_Level,EAS_Class 0,EAS_Class 1,EAS_Class 2
fndsa_provisional-512,ref,85699591,64822516,132207505,49522949,49325465,49631598,731387,714301,738870,14380,42124,3260,,,,,,,103077,0,0,103077,,,,,,135953927.0,103077.0,103077.0,1,0.0,0.0,0.0
fndsa_provisional-512,ref,85699591,64822516,132207505,49522949,49325465,49631598,731387,714301,738870,8.1,6.9,47.6,,,,,,,103077,0,0,103077,,,,,,135953927.0,103077.0,103077.0,1,0.0,0.0,0.0
haetae2,m4f,6743278,1555292,25393506,21993963,4721290,86765689,918459,918244,918668,19756,55568,23296,,,,,,,35708,0,0,35708,,,,,,29655700.0,55568.0,35708.0,1,0.0,0.0,0.0
haetae2,m4f,6743278,1555292,25393506,21993963,4721290,86765689,918459,918244,918668,12.4,56.7,54.1,,,,,,,35708,0,0,35708,,,,,,29655700.0,35708.0,35708.0,1,0.0,0.0,0.789
haetae2,ref,9363639,1716264,41895014,31631089,6247382,216853925,1104080,1103874,1104329,26092,54444,29696,,,,,,,25568,0,0,25568,,,,,,42098808.0,54444.0,25568.0,1,0.0,0.0,0.0
haetae2,ref,9363639,1716264,41895014,31631089,6247382,216853925,1104080,1103874,1104329,10.6,42.4,45.1,,,,,,,25568,0,0,25568,,,,,,42098808.0,25568.0,25568.0,1,0.0,0.0,0.86
haetae3,m4f,12925388,2752846,52240529,30891994,7467529,160522018,1760745,1760408,1761081,29596,83420,31784,,,,,,,35936,0,0,35936,,,,,,45578127.0,83420.0,35936.0,1,0.0,0.0,0.0
haetae3,m4f,12925388,2752846,52240529,30891994,7467529,160522018,1760745,1760408,1761081,14.6,56.6,57.1,,,,,,,35936,0,0,35936,,,,,,45578127.0,35936.0,35936.0,1,0.0,0.0,0.786
haetae3,ref,20247658,3023325,101863701,41078691,9771906,168213225,1998105,1997691,1998406,43492,80428,48424,,,,,,,25980,0,0,25980,,,,,,63324454.0,80428.0,25980.0,1,0.0,0.0,0.0
haetae3,ref,20247658,3023325,101863701,41078691,9771906,168213225,1998105,1997691,1998406,14.4,42.4,50.3,,,,,,,25980,0,0,25980,,,,,,63324454.0,25980.0,25980.0,1,0.0,0.0,0.856
haetae5,m4f,19064310,3530778,94189003,44679058,9277906,182948586,2323830,2323454,2324229,34084,103964,37300,,,,,,,35692,0,0,35692,,,,,,66067198.0,103964.0,35692.0,1,0.0,0.0,0.0
haetae5,m4f,19064310,3530778,94189003,44679058,9277906,182948586,2323830,2323454,2324229,15.7,56.6,57.5,,,,,,,35692,0,0,35692,,,,,,66067198.0,35692.0,35692.0,1,0.0,0.0,0.787
haetae5,ref,18169623,3864921,64304046,63180459,12011324,264538555,2461679,2461294,2462068,54868,100228,62024,,,,,,,25688,0,0,25688,,,,,,83811761.0,100228.0,25688.0,1,0.0,0.0,0.0
haetae5,ref,18169623,3864921,64304046,63180459,12011324,264538555,2461679,2461294,2462068,15.7,42.8,54.3,,,,,,,25688,0,0,25688,,,,,,83811761.0,25688.0,25688.0,1,0.0,0.0,0.857
hawk1024,ref,246017495,183762252,662190563,4309675,4309595,4309759,2782441,2780257,2784348,27972,7980,11468,,,,,,,102031,0,0,102031,,,,,,253109611.0,102031.0,102031.0,5,0.0,0.0,0.0
hawk1024,ref,246017495,183762252,662190563,4309675,4309595,4309759,2782441,2780257,2784348,1.7,49.3,8.3,,,,,,,102031,0,0,102031,,,,,,253109611.0,102031.0,102031.0,5,0.0,0.0,0.0
hawk256,ref,15758436,11600791,35345186,1042002,954957,2294025,627815,627480,628077,7900,3320,3712,,,,,,,102015,0,0,102015,,,,,,17428253.0,102015.0,102015.0,5,0.0,0.0,0.0
hawk256,ref,15758436,11600791,35345186,1042002,954957,2294025,627815,627480,628077,32.8,54.6,10.7,,,,,,,102015,0,0,102015,,,,,,17428253.0,102015.0,102015.0,5,0.0,0.0,0.0
hawk512,ref,53733289,45271209,174603165,1972051,1971984,1972127,1293829,1292946,1294494,14580,4856,6272,,,,,,,102027,0,0,102027,,,,,,56999169.0,102027.0,102027.0,1,0.0,0.0,0.0
hawk512,ref,53733289,45271209,174603165,1972051,1971984,1972127,1293829,1292946,1294494,2.6,48.7,8.6,,,,,,,102027,0,0,102027,,,,,,56999169.0,102027.0,102027.0,1,0.0,0.0,0.0
mayo1,m4f,9572502,9572487,9572527,16860361,16860360,16860362,11031631,11031601,11031641,179276,251204,253484,,,,,,,67236,8,1,67245,,,,,,37464494.0,253484.0,67245.0,1,0.0,0.0,0.0
mayo1,m4f,9572502,9572487,9572527,16860361,16860360,16860362,11031631,11031601,11031641,67.5,38.8,58.5,,,,,,,67236,8,1,67245,,,,,,37464494.0,67245.0,67245.0,1,0.0,0.0,0.0
mayo1,ref,14912311,14912275,14912318,34939149,34939148,34939151,13972096,13972062,13972103,154220,197268,214756,,,,,,,29988,8,16,30012,,,,,,63823556.0,214756.0,30012.0,1,0.0,0.0,0.0
mayo1,ref,14912311,14912275,14912318,34939149,34939148,34939151,13972096,13972062,13972103,43.3,18.7,46.2,,,,,,,29988,8,16,30012,,,,,,63823556.0,30012.0,30012.0,1,0.0,0.0,0.827
mayo2,m4f,9575000,9574978,9575017,11006533,11006511,11006551,6028386,6028371,6028413,169548,168700,159500,,,,,,,68356,8,1,68365,,,,,,26609919.0,169548.0,68365.0,1,0.0,0.0,0.0
mayo2,m4f,9575000,9574978,9575017,11006533,11006511,11006551,6028386,6028371,6028413,47.7,42.0,75.2,,,,,,,68356,8,1,68365,,,,,,26609919.0,68365.0,68365.0,1,0.0,0.0,0.0
mayo2,ref,17182073,17182072,17182075,23433633,23433613,23433656,6809416,6809403,6809447,118204,122252,152732,,,,,,,27852,8,16,27876,,,,,,47425122.0,152732.0,27876.0,1,0.0,0.0,0.0
mayo2,ref,17182073,17182072,17182075,23433633,23433613,23433656,6809416,6809403,6809447,26.6,19.7,66.6,,,,,,,27852,8,16,27876,,,,,,47425122.0,27876.0,27876.0,1,0.0,0.0,0.843
mayo3,m4f,27170159,27170149,27170188,45517756,45517727,45517768,28446810,28446809,28446813,499508,592012,583212,,,,,,,97168,8,1,97177,,,,,,101134725.0,592012.0,97177.0,1,0.0,0.0,0.0
mayo3,m4f,27170159,27170149,27170188,45517756,45517727,45517768,28446810,28446809,28446813,61.9,37.1,59.0,,,,,,,97168,8,1,97177,,,,,,101134725.0,97177.0,97177.0,1,0.0,0.0,0.0
mayo3,ref,42601482,42601466,42601509,95034259,95034238,95034278,34019916,34019866,34019966,401500,487596,515860,,,,,,,36660,8,16,36684,,,,,,171655657.0,515860.0,36684.0,1,0.0,0.0,0.0
mayo3,ref,42601482,42601466,42601509,95034259,95034238,95034278,34019916,34019866,34019966,39.5,16.5,45.9,,,,,,,36660,8,16,36684,,,,,,171655657.0,36684.0,36684.0,1,0.0,0.0,0.778
mirith_IIIa_fast,ref,3009088,3009084,3009123,891195817,891191657,891198221,831725932,831697264,831742620,21832,266480,46156,,,,,,,7720,256,0,7976,,,,,,1725930837.0,266480.0,7976.0,1,0.0,0.0,0.0
mirith_IIIa_fast,ref,3009088,3009084,3009123,891195817,891191657,891198221,831725932,831697264,831742620,64.3,6.7,6.5,,,,,,,7720,256,0,7976,,,,,,1725930837.0,7976.0,7976.0,1,0.775,0.775,0.976
mirith_IIIb_fast,ref,4565011,4565007,4565046,1298812706,1298810546,1298815343,1214260655,1214247570,1214277229,32872,298208,59172,,,,,,,7760,256,0,8016,,,,,,2517638372.0,298208.0,8016.0,1,0.0,0.0,0.0
mirith_IIIb_fast,ref,4565011,4565007,4565046,1298812706,1298810546,1298815343,1214260655,1214247570,1214277229,64.5,4.7,4.6,,,,,,,7760,256,0,8016,,,,,,2517638372.0,8016.0,8016.0,1,0.774,0.774,0.976
mirith_Ia_fast,ref,1303728,1303721,1303764,296732107,296728990,296734109,276059526,276031297,276080171,10208,122424,22836,,,,,,,7610,256,0,7866,,,,,,574095361.0,122424.0,7866.0,1,0.0,0.0,0.0
mirith_Ia_fast,ref,1303728,1303721,1303764,296732107,296728990,296734109,276059526,276031297,276080171,61.4,10.1,9.7,,,,,,,7610,256,0,7866,,,,,,574095361.0,7866.0,7866.0,1,0.781,0.781,0.979
mirith_Ib_fast,ref,2514924,2514920,2514964,565778762,565776437,565781372,528408968,528400758,528415550,19064,151016,33764,,,,,,,7602,256,0,7858,,,,,,1096702654.0,151016.0,7858.0,1,0.0,0.0,0.0
mirith_Ib_fast,ref,2514924,2514920,2514964,565778762,565776437,565781372,528408968,528400758,528415550,61.2,6.6,6.4,,,,,,,7602,256,0,7858,,,,,,1096702654.0,7858.0,7858.0,1,0.78,0.78,0.978
mirith_Va_fast,ref,6254885,6254885,6254887,2373353150,2373347664,2373358665,2233960878,2233908923,2234010721,45000,484464,85252,,,,,,,7890,256,0,8146,,,,,,4613568913.0,484464.0,8146.0,1,0.0,0.0,0.0
mirith_Va_fast,ref,6254885,6254885,6254887,2373353150,2373347664,2373358665,2233960878,2233908923,2234010721,64.8,4.3,4.4,,,,,,,7890,256,0,8146,,,,,,4613568913.0,8146.0,8146.0,1,0.769,0.769,0.974
mirith_Vb_fast,ref,8807561,8807538,8807580,3406388587,3406385114,3406391954,3205119426,3205069724,3205181151,62864,535176,106004,,,,,,,7914,256,0,8170,,,,,,6620315574.0,535176.0,8170.0,1,0.0,0.0,0.0
mirith_Vb_fast,ref,8807561,8807538,8807580,3406388587,3406385114,3406391954,3205119426,3205069724,3205181151,64.5,3.1,3.2,,,,,,,7914,256,0,8170,,,,,,6620315574.0,8170.0,8170.0,1,0.767,0.767,0.973
mirith_hypercube_IIIa_fast,ref,3009085,3009081,3009121,323235292,323169167,323309072,313483184,313455293,313507476,21832,167024,42692,,,,,,,8966,256,0,9222,,,,,,639727561.0,167024.0,9222.0,1,0.0,0.0,0.0
mirith_hypercube_IIIa_fast,ref,3009085,3009081,3009121,323235292,323169167,323309072,313483184,313455293,313507476,64.3,18.7,17.1,,,,,,,8966,256,0,9222,,,,,,639727561.0,9222.0,9222.0,1,0.737,0.737,0.969
mirith_hypercube_IIIa_short,ref,3009092,3009084,3009125,718708882,718706940,718725922,730959561,730953898,730965347,21832,486448,56596,,,,,,,9139,256,0,9395,,,,,,1452677535.0,486448.0,9395.0,1,0.0,0.0,0.0
mirith_hypercube_IIIa_short,ref,3009092,3009084,3009125,718708882,718706940,718725922,730959561,730953898,730965347,64.3,54.7,56.1,,,,,,,9139,256,0,9395,,,,,,1452677535.0,9395.0,9395.0,1,0.73,0.73,0.967
mirith_hypercube_IIIb_fast,ref,4565028,4565013,4565053,450970203,450912625,451011870,441590516,441574663,441613045,32872,189520,55244,,,,,,,9002,256,0,9258,,,,,,897125747.0,189520.0,9258.0,1,0.0,0.0,0.0
mirith_hypercube_IIIb_fast,ref,4565028,4565013,4565053,450970203,450912625,451011870,441590516,441574663,441613045,64.5,13.7,12.4,,,,,,,9002,256,0,9258,,,,,,897125747.0,9258.0,9258.0,1,0.735,0.735,0.968
mirith_hypercube_IIIb_short,ref,4565027,4565008,4565047,845096869,845094881,845114293,860321543,860312205,860325520,32872,509056,68632,,,,,,,9159,256,0,9415,,,,,,1709983439.0,509056.0,9415.0,1,0.0,0.0,0.0
mirith_hypercube_IIIb_short,ref,4565027,4565008,4565047,845096869,845094881,845114293,860321543,860312205,860325520,64.5,47.3,48.4,,,,,,,9159,256,0,9415,,,,,,1709983439.0,9415.0,9415.0,1,0.729,0.729,0.966
mirith_hypercube_Ia_fast,opt,995563,995419,995752,58999862,58972041,59042031,53599779,53565299,53623234,10216,76944,20864,,,,,,,10932,0,0,10932,,,,,,113595204.0,76944.0,10932.0,1,0.0,0.0,0.0
mirith_hypercube_Ia_fast,opt,995563,995419,995752,58999862,58972041,59042031,53599779,53565299,53623234,78.1,51.5,49.1,,,,,,,10932,0,0,10932,,,,,,113595204.0,10932.0,10932.0,1,0.0,0.0,0.96
mirith_hypercube_Ia_fast,ref,1303715,1303715,1303718,116964064,116941316,116990779,111505597,111482197,111525936,10208,76944,20864,,,,,,,8844,256,0,9100,,,,,,229773376.0,76944.0,9100.0,1,0.0,0.0,0.0
mirith_hypercube_Ia_fast,ref,1303715,1303715,1303718,116964064,116941316,116990779,111505597,111482197,111525936,61.4,26.7,24.3,,,,,,,8844,256,0,9100,,,,,,229773376.0,9100.0,9100.0,1,0.743,0.743,0.972
mirith_hypercube_Ia_short,ref,1303722,1303721,1303724,370999431,370999393,370999483,364000112,363996085,364002214,10208,217624,31212,,,,,,,8781,256,0,9037,,,,,,736303265.0,217624.0,9037.0,1,0.0,0.0,0.0
mirith_hypercube_Ia_short,ref,1303722,1303721,1303724,370999431,370999393,370999483,364000112,363996085,364002214,61.4,66.7,67.1,,,,,,,8781,256,0,9037,,,,,,736303265.0,9037.0,9037.0,1,0.743,0.743,0.97
mirith_hypercube_Ib_fast,opt,1879815,1879488,1880127,83825209,83797728,83857763,78145476,78137727,78153192,19072,96928,31316,,,,,,,10908,0,0,10908,,,,,,163850500.0,96928.0,10908.0,1,0.0,0.0,0.0
mirith_hypercube_Ib_fast,opt,1879815,1879488,1880127,83825209,83797728,83857763,78145476,78137727,78153192,79.5,44.8,42.3,,,,,,,10908,0,0,10908,,,,,,163850500.0,10908.0,10908.0,1,0.0,0.0,0.96
mirith_hypercube_Ib_fast,ref,2514929,2514917,2514959,205510181,205497961,205547801,199772762,199769009,199782994,19064,96928,31316,,,,,,,8820,256,0,9076,,,,,,407797872.0,96928.0,9076.0,1,0.0,0.0,0.0
mirith_hypercube_Ib_fast,ref,2514929,2514917,2514959,205510181,205497961,205547801,199772762,199769009,199782994,61.2,18.7,17.0,,,,,,,8820,256,0,9076,,,,,,407797872.0,9076.0,9076.0,1,0.742,0.742,0.971
mirith_hypercube_Ib_short,ref,2514920,2514920,2514923,447351952,447351902,447351992,440279587,440278101,440281382,19064,237408,41220,,,,,,,8825,256,0,9081,,,,,,890146459.0,237408.0,9081.0,1,0.0,0.0,0.0
mirith_hypercube_Ib_short,ref,2514920,2514920,2514923,447351952,447351902,447351992,440279587,440278101,440281382,61.2,56.6,56.8,,,,,,,8825,256,0,9081,,,,,,890146459.0,9081.0,9081.0,1,0.741,0.741,0.97
mirith_hypercube_Va_fast,ref,6254896,6254886,6254922,808070687,808007911,808157180,792058628,792006360,792098565,45000,308440,81056,,,,,,,9140,256,0,9396,,,,,,1606384211.0,308440.0,9396.0,1,0.0,0.0,0.0
mirith_hypercube_Va_fast,ref,6254896,6254886,6254922,808070687,808007911,808157180,792058628,792006360,792098565,64.8,13.4,12.3,,,,,,,9140,256,0,9396,,,,,,1606384211.0,9396.0,9396.0,1,0.73,0.73,0.967
mirith_hypercube_Vb_fast,ref,8807565,8807542,8807583,1134272446,1134201632,1134368110,1117085816,1117059819,1117104354,62864,344832,101220,,,,,,,9160,256,0,9416,,,,,,2260165827.0,344832.0,9416.0,1,0.0,0.0,0.0
mirith_hypercube_Vb_fast,ref,8807565,8807542,8807583,1134272446,1134201632,1134368110,1117085816,1117059819,1117104354,64.5,11.0,10.1,,,,,,,9160,256,0,9416,,,,,,2260165827.0,9416.0,9416.0,1,0.729,0.729,0.966
ml-dsa-44,clean,1874405,1827873,1914904,7925955,3322507,33055004,2063096,2062599,2063590,38304,51976,36308,,,,,,,8212,0,0,8212,,,,,,11863456.0,51976.0,8212.0,1,0.0,0.0,0.0
ml-dsa-44,clean,1874405,1827873,1914904,7925955,3322507,33055004,2063096,2062599,2063590,61.0,31.0,52.9,,,,,,,8212,0,0,8212,,,,,,11863456.0,8212.0,8212.0,1,0.778,0.778,0.985
ml-dsa-44,m4f,1426025,1379650,1466529,3943121,1812557,17009165,1421623,1420738,1422362,38296,44816,8912,,,,,,,19592,0,0,19592,,,,,,6790769.0,44816.0,19592.0,1,0.0,0.0,0.758
ml-dsa-44,m4f,1426025,1379650,1466529,3943121,1812557,17009165,1421623,1420738,1422362,79.9,60.6,76.6,,,,,,,19592,0,0,19592,,,,,,6790769.0,19592.0,19592.0,1,0.0,0.0,0.906
ml-dsa-44,m4fstack,1799062,1685053,1902006,12134284,3901973,65357843,3242333,3199001,3279836,4408,5080,2712,,,,,,,24844,0,0,24844,,,,,,17175679.0,24844.0,24844.0,1,0.0,0.0,0.867
ml-dsa-44,m4fstack,1799062,1685053,1902006,12134284,3901973,65357843,3242333,3199001,3279836,74.9,54.8,40.8,,,,,,,24844,0,0,24844,,,,,,17175679.0,24844.0,24844.0,1,0.0,0.0,0.867
ml-dsa-65,clean,3205533,3204116,3206864,12359056,5098254,70122163,3377305,3376896,3377714,60832,79624,57736,,,,,,,7724,0,0,7724,,,,,,18941894.0,79624.0,7724.0,1,0.0,0.0,0.0
ml-dsa-65,clean,3205533,3204116,3206864,12359056,5098254,70122163,3377305,3376896,3377714,64.7,31.2,56.8,,,,,,,7724,0,0,7724,,,,,,18941894.0,7724.0,7724.0,1,0.792,0.792,0.987
ml-dsa-65,m4f,2516006,2514337,2517453,6193171,2918295,26008621,2415944,2415109,2416730,60824,68872,9888,,,,,,,19328,0,0,19328,,,,,,11125121.0,68872.0,19328.0,1,0.0,0.0,0.0
ml-dsa-65,m4f,2516006,2514337,2517453,6193171,2918295,26008621,2415944,2415109,2416730,82.3,60.6,79.2,,,,,,,19328,0,0,19328,,,,,,11125121.0,19328.0,19328.0,1,0.0,0.0,0.907
ml-dsa-65,m4fstack,3412622,3406495,3418945,24421526,6735243,164688347,5732397,5688990,5783258,4408,6616,2712,,,,,,,24120,0,0,24120,,,,,,33566545.0,24120.0,24120.0,1,0.0,0.0,0.87
ml-dsa-65,m4fstack,3412622,3406495,3418945,24421526,6735243,164688347,5732397,5688990,5783258,77.1,54.2,41.0,,,,,,,24120,0,0,24120,,,,,,33566545.0,24120.0,24120.0,1,0.0,0.0,0.87
ml-dsa-87,clean,5341863,5276084,5406569,15579513,7954385,82615659,5610203,5609675,5610695,97696,122740,92948,,,,,,,8036,0,0,8036,,,,,,26531579.0,122740.0,8036.0,1,0.0,0.0,0.0
ml-dsa-87,clean,5341863,5276084,5406569,15579513,7954385,82615659,5610203,5609675,5610695,67.0,35.9,61.1,,,,,,,8036,0,0,8036,,,,,,26531579.0,8036.0,8036.0,1,0.781,0.781,0.984
ml-dsa-87,m4f,4275859,4188469,4340256,7947380,4880711,29357607,4193104,4191862,4194249,97688,107892,12060,,,,,,,19500,0,0,19500,,,,,,16416343.0,107892.0,19500.0,1,0.0,0.0,0.0
ml-dsa-87,m4f,4275859,4188469,4340256,7947380,4880711,29357607,4193104,4191862,4194249,83.5,65.3,81.6,,,,,,,19500,0,0,19500,,,,,,16416343.0,19500.0,19500.0,1,0.0,0.0,0.904
ml-dsa-87,m4fstack,5820537,5484663,6113363,33357899,11168408,170850278,9911514,9852116,9969829,4408,8144,2720,,,,,,,24516,0,0,24516,,,,,,49089950.0,24516.0,24516.0,1,0.0,0.0,0.867
ml-dsa-87,m4fstack,5820537,5484663,6113363,33357899,11168408,170850278,9911514,9852116,9969829,76.1,54.0,42.6,,,,,,,24516,0,0,24516,,,,,,49089950.0,24516.0,24516.0,1,0.0,0.0,0.867
mqom_cat1_gf251_fast,ref,7780082,7761398,7795766,149063790,149045955,149079787,136742778,136613266,136821602,184356,399396,252684,,,,,,,16865,0,0,16865,,,,,,293586650.0,399396.0,16865.0,1,0.0,0.0,0.0
mqom_cat1_gf251_fast,ref,7780082,7761398,7795766,149063790,149045955,149079787,136742778,136613266,136821602,73.5,33.0,33.1,,,,,,,16865,0,0,16865,,,,,,293586650.0,16865.0,16865.0,1,0.0,0.0,0.917
mqom_cat1_gf31_fast,ref,8472628,8471619,8473585,243796920,243782136,243811088,244346110,244239828,244424317,262888,612816,421596,,,,,,,23718,0,0,23718,,,,,,496615658.0,612816.0,23718.0,1,0.0,0.0,0.0
mqom_cat1_gf31_fast,ref,8472628,8471619,8473585,243796920,243782136,243811088,244346110,244239828,244424317,64.6,19.8,19.2,,,,,,,23718,0,0,23718,,,,,,496615658.0,23718.0,23718.0,1,0.0,0.0,0.868
ov-Ip,m4f,139271467,139271458,139271493,2505317,2505311,2505345,996456,986007,997662,18676,5192,2520,,,,,,,116070,0,0,116070,,,,,,142773240.0,116070.0,116070.0,1,0.0,0.0,0.0
ov-Ip,m4f,139271467,139271458,139271493,2505317,2505311,2505345,996456,986007,997662,7.5,0.9,1.1,,,,,,,116070,0,0,116070,,,,,,142773240.0,116070.0,116070.0,1,0.0,0.0,0.0
ov-Ip,ref,351626040,351626005,351626063,6488435,6488421,6488456,1413310,1413307,1413342,18732,12712,5492,,,,,,,22374,0,0,22374,,,,,,359527785.0,22374.0,22374.0,1,0.0,0.0,0.878
ov-Ip,ref,351626040,351626005,351626063,6488435,6488421,6488456,1413310,1413307,1413342,3.0,0.3,0.8,,,,,,,22374,0,0,22374,,,,,,359527785.0,22374.0,22374.0,1,0.0,0.0,0.878
ov-Ip-pkc,m4fspeed,175478881,175478862,175478911,2527865,2527858,2527896,11215424,11205795,11218217,145236,5192,280952,,,,,,,116310,0,0,116310,,,,,,189222170.0,280952.0,116310.0,1,0.0,0.0,0.0
ov-Ip-pkc,m4fspeed,175478881,175478862,175478911,2527865,2527858,2527896,11215424,11205795,11218217,6.4,0.9,81.4,,,,,,,116310,0,0,116310,,,,,,189222170.0,116310.0,116310.0,1,0.0,0.0,0.0
ov-Ip-pkc,m4fstack,175478881,175478860,175478903,2773500,2527858,4984285,12061774,12042070,12064226,145236,5192,6556,,,,,,,88530,0,0,88530,,,,,,190314155.0,145236.0,88530.0,1,0.0,0.0,0.0
ov-Ip-pkc,m4fstack,175478881,175478860,175478903,2773500,2527858,4984285,12061774,12042070,12064226,6.4,0.9,81.3,,,,,,,88530,0,0,88530,,,,,,190314155.0,88530.0,88530.0,1,0.0,0.0,0.0
ov-Ip-pkc,ref,375763094,375763057,375763124,6928079,6928071,6928111,11584175,11584145,11584182,18732,12712,283860,,,,,,,22630,0,0,22630,,,,,,394275348.0,283860.0,22630.0,1,0.0,0.0,0.0
ov-Ip-pkc,ref,375763094,375763057,375763124,6928079,6928071,6928111,11584175,11584145,11584182,3.0,0.3,79.1,,,,,,,22630,0,0,22630,,,,,,394275348.0,22630.0,22630.0,1,0.0,0.0,0.876
ov-Ip-pkc-skc,m4fspeed,175478965,175478948,175478990,89263175,89263170,89263214,12003597,11986733,12006562,383148,243104,281036,,,,,,,116350,0,0,116350,,,,,,276745737.0,383148.0,116350.0,1,0.0,0.0,0.0
ov-Ip-pkc-skc,m4fspeed,175478965,175478948,175478990,89263175,89263170,89263214,12003597,11986733,12006562,6.4,12.5,81.7,,,,,,,116350,0,0,116350,,,,,,276745737.0,116350.0,116350.0,1,0.0,0.0,0.0
ov-Ip-pkc-skc,m4fstack,175478966,175478947,175478991,89263173,89263168,89263204,12058243,12038372,12064225,383148,243104,6556,,,,,,,88570,0,0,88570,,,,,,276800382.0,383148.0,88570.0,1,0.0,0.0,0.0
ov-Ip-pkc-skc,m4fstack,175478966,175478947,175478991,89263173,89263168,89263204,12058243,12038372,12064225,6.4,12.5,81.3,,,,,,,88570,0,0,88570,,,,,,276800382.0,88570.0,88570.0,1,0.0,0.0,0.0
ov-Ip-pkc-skc,ref,375763142,375763127,375763170,242044572,242044549,242044595,12436704,12436679,12436717,256644,256596,283860,,,,,,,22670,0,0,22670,,,,,,630244418.0,283860.0,22670.0,1,0.0,0.0,0.0
ov-Ip-pkc-skc,ref,375763142,375763127,375763170,242044572,242044549,242044595,12436704,12436679,12436717,3.0,4.7,79.1,,,,,,,22670,0,0,22670,,,,,,630244418.0,22670.0,22670.0,1,0.0,0.0,0.875
perk-128-fast-3,m4,644470,636635,647939,246017426,243005413,253780360,81024701,80816007,81395570,7696,24020,20684,,,,,,,11717,4,0,11721,,,,,,327686597.0,24020.0,11721.0,1,0.0,0.0,0.881
perk-128-fast-3,m4,644470,636635,647939,246017426,243005413,253780360,81024701,80816007,81395570,63.7,48.5,71.6,,,,,,,11717,4,0,11721,,,,,,327686597.0,11721.0,11721.0,1,0.0,0.0,0.953
perk-128-fast-3,ref,708498,693335,746765,217731020,217373834,218266235,96392553,96066645,96887038,7728,313412,313284,,,,,,,11053,4,0,11057,,,,,,314832071.0,313412.0,11057.0,1,0.0,0.0,0.0
perk-128-fast-3,ref,708498,693335,746765,217731020,217373834,218266235,96392553,96066645,96887038,58.7,28.4,61.6,,,,,,,11053,4,0,11057,,,,,,314832071.0,11057.0,11057.0,1,0.0,0.0,0.958
perk-128-fast-5,m4,817180,816960,817404,237884869,230003551,244535683,78109386,77698543,78417783,9032,25160,21752,,,,,,,11709,4,0,11713,,,,,,316811435.0,25160.0,11713.0,1,0.0,0.0,0.874
perk-128-fast-5,m4,817180,816960,817404,237884869,230003551,244535683,78109386,77698543,78417783,56.1,47.1,70.5,,,,,,,11709,4,0,11713,,,,,,316811435.0,11713.0,11713.0,1,0.0,0.0,0.953
perk-128-fast-5,ref,909135,909079,909199,215652606,215184285,216332885,94148220,93538371,95135325,9032,305688,305480,,,,,,,11129,4,0,11133,,,,,,310709961.0,305688.0,11133.0,1,0.0,0.0,0.0
perk-128-fast-5,ref,909135,909079,909199,215652606,215184285,216332885,94148220,93538371,95135325,50.5,27.2,60.2,,,,,,,11129,4,0,11133,,,,,,310709961.0,11133.0,11133.0,1,0.0,0.0,0.957
perk-128-short-3,m4,642276,636688,647881,1346726173,1331302188,1370409684,460140305,459600932,460823613,7696,27780,25228,,,,,,,24605,4,0,24609,,,,,,1807508754.0,27780.0,24609.0,1,0.0,0.0,0.841
perk-128-short-3,m4,642276,636688,647881,1346726173,1331302188,1370409684,460140305,459600932,460823613,63.9,47.7,69.8,,,,,,,24605,4,0,24609,,,,,,1807508754.0,24609.0,24609.0,1,0.0,0.0,0.859
perk-128-short-5,m4,817086,816914,817352,1249408455,1222079503,1287162277,428017047,427222001,428959908,9032,28616,26056,,,,,,,24673,4,0,24677,,,,,,1678242588.0,28616.0,24677.0,1,0.0,0.0,0.836
perk-128-short-5,m4,817086,816914,817352,1249408455,1222079503,1287162277,428017047,427222001,428959908,56.2,46.3,68.6,,,,,,,24673,4,0,24677,,,,,,1678242588.0,24677.0,24677.0,1,0.0,0.0,0.859
perk-192-fast-3,m4,1490893,1490614,1491170,578039864,570936301,583232703,194443607,194020947,194812016,14952,47720,41352,,,,,,,12077,4,0,12081,,,,,,773974364.0,47720.0,12081.0,3,0.0,0.0,0.94
perk-192-fast-3,m4,1490893,1490614,1491170,578039864,570936301,583232703,194443607,194020947,194812016,69.6,48.8,72.2,,,,,,,12077,4,0,12081,,,,,,773974364.0,12081.0,12081.0,3,0.0,0.0,1.149
perk-192-fast-5,m4,1803700,1803353,1804063,560779599,551003314,567090598,186978273,185781347,187997766,16864,48776,42416,,,,,,,12017,4,0,12021,,,,,,749561572.0,48776.0,12021.0,3,0.0,0.0,0.934
perk-192-fast-5,m4,1803700,1803353,1804063,560779599,551003314,567090598,186978273,185781347,187997766,62.9,48.0,71.3,,,,,,,12017,4,0,12021,,,,,,749561572.0,12021.0,12021.0,3,0.0,0.0,1.149
perk-192-short-3,m4,1490931,1490700,1491237,3287248058,3215163085,3367875518,1177626072,1173662370,1180161689,14952,51344,46656,,,,,,,24009,4,0,24013,,,,,,4466365061.0,51344.0,24013.0,3,0.0,0.0,0.0
